area_type_code,area_code,area_text,state
F,CN2808300000000,Leflore County,MS
F,CN2808500000000,Lincoln County,MS
F,CN2808700000000,Lowndes County,MS
F,CN2808900000000,Madison County,MS
F,CN2809100000000,Marion County,MS
F,CN2809300000000,Marshall County,MS
F,CN2809500000000,Monroe County,MS
F,CN2809700000000,Montgomery County,MS
F,CN2809900000000,Neshoba County,MS
F,CN2810100000000,Newton County,MS
F,CN2810300000000,Noxubee County,MS
F,CN2810500000000,Oktibbeha County,MS
F,CN2810700000000,Panola County,MS
F,CN2810900000000,Pearl River County,MS
F,CN2811100000000,Perry County,MS
F,CN2811300000000,Pike County,MS
F,CN2811500000000,Pontotoc County,MS
F,CN2811700000000,Prentiss County,MS
F,CN2811900000000,Quitman County,MS
F,CN2812100000000,Rankin County,MS
F,CN2812300000000,Scott County,MS
F,CN2812500000000,Sharkey County,MS
F,CN2812700000000,Simpson County,MS
F,CN2812900000000,Smith County,MS
F,CN2813100000000,Stone County,MS
F,CN2813300000000,Sunflower County,MS
F,CN2813500000000,Tallahatchie County,MS
F,CN2813700000000,Tate County,MS
F,CN2813900000000,Tippah County,MS
F,CN2814100000000,Tishomingo County,MS
F,CN2814300000000,Tunica County,MS
F,CN2814500000000,Union County,MS
F,CN2814700000000,Walthall County,MS
F,CN2814900000000,Warren County,MS
F,CN2815100000000,Washington County,MS
F,CN2815300000000,Wayne County,MS
F,CN2815500000000,Webster County,MS
F,CN2815700000000,Wilkinson County,MS
F,CN2815900000000,Winston County,MS
F,CN2816100000000,Yalobusha County,MS
F,CN2816300000000,Yazoo County,MS
F,CN2900100000000,Adair County,MO
F,CN2900300000000,Andrew County,MO
F,CN2900500000000,Atchison County,MO
F,CN2900700000000,Audrain County,MO
F,CN2900900000000,Barry County,MO
F,CN2901100000000,Barton County,MO
F,CN2901300000000,Bates County,MO
F,CN2901500000000,Benton County,MO
F,CN2901700000000,Bollinger County,MO
F,CN2901900000000,Boone County,MO
F,CN2902100000000,Buchanan County,MO
F,CN2902300000000,Butler County,MO
F,CN2902500000000,Caldwell County,MO
F,CN2902700000000,Callaway County,MO
F,CN2902900000000,Camden County,MO
F,CN2903100000000,Cape Girardeau County,MO
F,CN2903300000000,Carroll County,MO
F,CN2903500000000,Carter County,MO
F,CN2903700000000,Cass County,MO
F,CN2903900000000,Cedar County,MO
F,CN2904100000000,Chariton County,MO
F,CN2904300000000,Christian County,MO
F,CN2904500000000,Clark County,MO
F,CN2904700000000,Clay County,MO
F,CN2904900000000,Clinton County,MO
F,CN2905100000000,Cole County,MO
F,CN2905300000000,Cooper County,MO
F,CN2905500000000,Crawford County,MO
F,CN2905700000000,Dade County,MO
F,CN2905900000000,Dallas County,MO
F,CN2906100000000,Daviess County,MO
F,CN2906300000000,DeKalb County,MO
F,CN2906500000000,Dent County,MO
F,CN2906700000000,Douglas County,MO
F,CN2906900000000,Dunklin County,MO
F,CN2907100000000,Franklin County,MO
F,CN2907300000000,Gasconade County,MO
F,CN2907500000000,Gentry County,MO
F,CN2907700000000,Greene County,MO
F,CN2907900000000,Grundy County,MO
F,CN2908100000000,Harrison County,MO
F,CN2908300000000,Henry County,MO
F,CN2908500000000,Hickory County,MO
F,CN2908700000000,Holt County,MO
F,CN2908900000000,Howard County,MO
F,CN2909100000000,Howell County,MO
F,CN2909300000000,Iron County,MO
F,CN2909500000000,Jackson County,MO
F,CN2909700000000,Jasper County,MO
F,CN2909900000000,Jefferson County,MO
F,CN2910100000000,Johnson County,MO
F,CN2910300000000,Knox County,MO
F,CN2910500000000,Laclede County,MO
F,CN2910700000000,Lafayette County,MO
F,CN2910900000000,Lawrence County,MO
F,CN2911100000000,Lewis County,MO
F,CN2911300000000,Lincoln County,MO
F,CN2911500000000,Linn County,MO
F,CN2911700000000,Livingston County,MO
F,CN2911900000000,McDonald County,MO
F,CN2912100000000,Macon County,MO
F,CN2912300000000,Madison County,MO
F,CN2912500000000,Maries County,MO
F,CN2912700000000,Marion County,MO
F,CN2912900000000,Mercer County,MO
F,CN2913100000000,Miller County,MO
F,CN2913300000000,Mississippi County,MO
F,CN2913500000000,Moniteau County,MO
F,CN2913700000000,Monroe County,MO
F,CN2913900000000,Montgomery County,MO
F,CN2914100000000,Morgan County,MO
F,CN2914300000000,New Madrid County,MO
F,CN2914500000000,Newton County,MO
F,CN2914700000000,Nodaway County,MO
F,CN2914900000000,Oregon County,MO
F,CN2915100000000,Osage County,MO
F,CN2915300000000,Ozark County,MO
F,CN2915500000000,Pemiscot County,MO
F,CN2915700000000,Perry County,MO
F,CN2915900000000,Pettis County,MO
F,CN2916100000000,Phelps County,MO
F,CN2916300000000,Pike County,MO
F,CN2916500000000,Platte County,MO
F,CN2916700000000,Polk County,MO
F,CN2916900000000,Pulaski County,MO
F,CN2917100000000,Putnam County,MO
F,CN2917300000000,Ralls County,MO
F,CN2917500000000,Randolph County,MO
F,CN2917700000000,Ray County,MO
F,CN2917900000000,Reynolds County,MO
F,CN2918100000000,Ripley County,MO
F,CN2918300000000,St. Charles County,MO
F,CN2918500000000,St. Clair County,MO
F,CN2918600000000,Ste. Genevieve County,MO
F,CN2918700000000,St. Francois County,MO
F,CN2918900000000,St. Louis County,MO
F,CN2919500000000,Saline County,MO
F,CN2919700000000,Schuyler County,MO
F,CN2919900000000,Scotland County,MO
F,CN2920100000000,Scott County,MO
F,CN2920300000000,Shannon County,MO
F,CN2920500000000,Shelby County,MO
F,CN2920700000000,Stoddard County,MO
F,CN2920900000000,Stone County,MO
F,CN2921100000000,Sullivan County,MO
F,CN2921300000000,Taney County,MO
F,CN2921500000000,Texas County,MO
F,CN2921700000000,Vernon County,MO
F,CN2921900000000,Warren County,MO
F,CN2922100000000,Washington County,MO
F,CN2922300000000,Wayne County,MO
F,CN2922500000000,Webster County,MO
F,CN2922700000000,Worth County,MO
F,CN2922900000000,Wright County,MO
F,CN2951000000000,St. Louis city,MO
F,CN3000100000000,Beaverhead County,MT
F,CN3000300000000,Big Horn County,MT
F,CN3000500000000,Blaine County,MT
F,CN3000700000000,Broadwater County,MT
F,CN3000900000000,Carbon County,MT
F,CN3001100000000,Carter County,MT
F,CN3001300000000,Cascade County,MT
F,CN3001500000000,Chouteau County,MT
F,CN3001700000000,Custer County,MT
F,CN3001900000000,Daniels County,MT
F,CN3002100000000,Dawson County,MT
F,CN3002300000000,Deer Lodge County,MT
F,CN3002500000000,Fallon County,MT
F,CN3002700000000,Fergus County,MT
F,CN3002900000000,Flathead County,MT
F,CN3003100000000,Gallatin County,MT
F,CN3003300000000,Garfield County,MT
F,CN3003500000000,Glacier County,MT
F,CN3003700000000,Golden Valley County,MT
F,CN3003900000000,Granite County,MT
F,CN3004100000000,Hill County,MT
F,CN3004300000000,Jefferson County,MT
F,CN3004500000000,Judith Basin County,MT
F,CN3004700000000,Lake County,MT
F,CN3004900000000,Lewis and Clark County,MT
F,CN3005100000000,Liberty County,MT
F,CN3005300000000,Lincoln County,MT
F,CN3005500000000,McCone County,MT
F,CN3005700000000,Madison County,MT
F,CN3005900000000,Meagher County,MT
F,CN3006100000000,Mineral County,MT
F,CN3006300000000,Missoula County,MT
F,CN3006500000000,Musselshell County,MT
F,CN3006700000000,Park County,MT
F,CN3006900000000,Petroleum County,MT
F,CN3007100000000,Phillips County,MT
F,CN3007300000000,Pondera County,MT
F,CN3007500000000,Powder River County,MT
F,CN3007700000000,Powell County,MT
F,CN3007900000000,Prairie County,MT
F,CN3008100000000,Ravalli County,MT
F,CN3008300000000,Richland County,MT
F,CN3008500000000,Roosevelt County,MT
F,CN3008700000000,Rosebud County,MT
F,CN3008900000000,Sanders County,MT
F,CN3009100000000,Sheridan County,MT
F,CN3009300000000,Silver Bow County,MT
F,CN3009500000000,Stillwater County,MT
F,CN3009700000000,Sweet Grass County,MT
F,CN3009900000000,Teton County,MT
F,CN3010100000000,Toole County,MT
F,CN3010300000000,Treasure County,MT
F,CN3010500000000,Valley County,MT
F,CN3010700000000,Wheatland County,MT
F,CN3010900000000,Wibaux County,MT
F,CN3011100000000,Yellowstone County,MT
F,CN3100100000000,Adams County,NE
F,CN3100300000000,Antelope County,NE
F,CN3100500000000,Arthur County,NE
F,CN3100700000000,Banner County,NE
F,CN3100900000000,Blaine County,NE
F,CN3101100000000,Boone County,NE
F,CN3101300000000,Box Butte County,NE
F,CN3101500000000,Boyd County,NE
F,CN3101700000000,Brown County,NE
F,CN3101900000000,Buffalo County,NE
F,CN3102100000000,Burt County,NE
F,CN3102300000000,Butler County,NE
F,CN3102500000000,Cass County,NE
F,CN3102700000000,Cedar County,NE
F,CN3102900000000,Chase County,NE
F,CN3103100000000,Cherry County,NE
F,CN3103300000000,Cheyenne County,NE
F,CN3103500000000,Clay County,NE
F,CN3103700000000,Colfax County,NE
F,CN3103900000000,Cuming County,NE
F,CN3104100000000,Custer County,NE
F,CN3104300000000,Dakota County,NE
F,CN3104500000000,Dawes County,NE
F,CN3104700000000,Dawson County,NE
F,CN3104900000000,Deuel County,NE
F,CN3105100000000,Dixon County,NE
F,CN3105300000000,Dodge County,NE
F,CN3105500000000,Douglas County,NE
F,CN3105700000000,Dundy County,NE
F,CN3105900000000,Fillmore County,NE
F,CN3106100000000,Franklin County,NE
F,CN3106300000000,Frontier County,NE
F,CN3106500000000,Furnas County,NE
F,CN3106700000000,Gage County,NE
F,CN3106900000000,Garden County,NE
F,CN3107100000000,Garfield County,NE
F,CN3107300000000,Gosper County,NE
F,CN3107500000000,Grant County,NE
F,CN3107700000000,Greeley County,NE
F,CN3107900000000,Hall County,NE
F,CN3108100000000,Hamilton County,NE
F,CN3108300000000,Harlan County,NE
F,CN3108500000000,Hayes County,NE
F,CN3108700000000,Hitchcock County,NE
F,CN3108900000000,Holt County,NE
F,CN3109100000000,Hooker County,NE
F,CN3109300000000,Howard County,NE
F,CN3109500000000,Jefferson County,NE
F,CN3109700000000,Johnson County,NE
F,CN3109900000000,Kearney County,NE
F,CN3110100000000,Keith County,NE
F,CN3110300000000,Keya Paha County,NE
F,CN3110500000000,Kimball County,NE
F,CN3110700000000,Knox County,NE
F,CN3110900000000,Lancaster County,NE
F,CN3111100000000,Lincoln County,NE
F,CN3111300000000,Logan County,NE
F,CN3111500000000,Loup County,NE
F,CN3111700000000,McPherson County,NE
F,CN3111900000000,Madison County,NE
F,CN3112100000000,Merrick County,NE
F,CN3112300000000,Morrill County,NE
F,CN3112500000000,Nance County,NE
F,CN3112700000000,Nemaha County,NE
F,CN3112900000000,Nuckolls County,NE
F,CN3113100000000,Otoe County,NE
F,CN3113300000000,Pawnee County,NE
F,CN3113500000000,Perkins County,NE
F,CN3113700000000,Phelps County,NE
F,CN3113900000000,Pierce County,NE
F,CN3114100000000,Platte County,NE
F,CN3114300000000,Polk County,NE
F,CN3114500000000,Red Willow County,NE
F,CN3114700000000,Richardson County,NE
F,CN3114900000000,Rock County,NE
F,CN3115100000000,Saline County,NE
F,CN3115300000000,Sarpy County,NE
F,CN3115500000000,Saunders County,NE
F,CN3115700000000,Scotts Bluff County,NE
F,CN3115900000000,Seward County,NE
F,CN3116100000000,Sheridan County,NE
F,CN3116300000000,Sherman County,NE
F,CN3116500000000,Sioux County,NE
F,CN3116700000000,Stanton County,NE
F,CN3116900000000,Thayer County,NE
F,CN3117100000000,Thomas County,NE
F,CN3117300000000,Thurston County,NE
F,CN3117500000000,Valley County,NE
F,CN3117700000000,Washington County,NE
F,CN3117900000000,Wayne County,NE
F,CN3118100000000,Webster County,NE
F,CN3118300000000,Wheeler County,NE
F,CN3118500000000,York County,NE
F,CN3200100000000,Churchill County,NV
F,CN3200300000000,Clark County,NV
F,CN3200500000000,Douglas County,NV
F,CN3200700000000,Elko County,NV
F,CN3200900000000,Esmeralda County,NV
F,CN3201100000000,Eureka County,NV
F,CN3201300000000,Humboldt County,NV
F,CN3201500000000,Lander County,NV
F,CN3201700000000,Lincoln County,NV
F,CN3201900000000,Lyon County,NV
F,CN3202100000000,Mineral County,NV
F,CN3202300000000,Nye County,NV
F,CN3202700000000,Pershing County,NV
F,CN3202900000000,Storey County,NV
F,CN3203100000000,Washoe County,NV
F,CN3203300000000,White Pine County,NV
F,CN3251000000000,Carson City,NV
F,CN3300100000000,Belknap County,NH
F,CN3300300000000,Carroll County,NH
F,CN3300500000000,Cheshire County,NH
F,CN3300700000000,Coos County,NH
F,CN3300900000000,Grafton County,NH
F,CN3301100000000,Hillsborough County,NH
F,CN3301300000000,Merrimack County,NH
F,CN3301500000000,Rockingham County,NH
F,CN3301700000000,Strafford County,NH
F,CN3301900000000,Sullivan County,NH
F,CN3400100000000,Atlantic County,NJ
F,CN3400300000000,Bergen County,NJ
F,CN3400500000000,Burlington County,NJ
F,CN3400700000000,Camden County,NJ
F,CN3400900000000,Cape May County,NJ
F,CN3401100000000,Cumberland County,NJ
F,CN3401300000000,Essex County,NJ
F,CN3401500000000,Gloucester County,NJ
F,CN3401700000000,Hudson County,NJ
F,CN3401900000000,Hunterdon County,NJ
F,CN3402100000000,Mercer County,NJ
F,CN3402300000000,Middlesex County,NJ
F,CN3402500000000,Monmouth County,NJ
F,CN3402700000000,Morris County,NJ
F,CN3402900000000,Ocean County,NJ
F,CN3403100000000,Passaic County,NJ
F,CN3403300000000,Salem County,NJ
F,CN3403500000000,Somerset County,NJ
F,CN3403700000000,Sussex County,NJ
F,CN3403900000000,Union County,NJ
F,CN3404100000000,Warren County,NJ
F,CN3500100000000,Bernalillo County,NM
F,CN3500300000000,Catron County,NM
F,CN3500500000000,Chaves County,NM
F,CN3500600000000,Cibola County,NM
F,CN3500700000000,Colfax County,NM
F,CN3500900000000,Curry County,NM
F,CN3501100000000,De Baca County,NM
F,CN3501300000000,Dona Ana County,NM
F,CN3501500000000,Eddy County,NM
F,CN3501700000000,Grant County,NM
F,CN3501900000000,Guadalupe County,NM
F,CN3502100000000,Harding County,NM
F,CN3502300000000,Hidalgo County,NM
F,CN3502500000000,Lea County,NM
F,CN3502700000000,Lincoln County,NM
F,CN3502800000000,Los Alamos County,NM
F,CN3502900000000,Luna County,NM
F,CN3503100000000,McKinley County,NM
F,CN3503300000000,Mora County,NM
F,CN3503500000000,Otero County,NM
F,CN3503700000000,Quay County,NM
F,CN3503900000000,Rio Arriba County,NM
F,CN3504100000000,Roosevelt County,NM
F,CN3504300000000,Sandoval County,NM
F,CN3504500000000,San Juan County,NM
F,CN3504700000000,San Miguel County,NM
F,CN3504900000000,Santa Fe County,NM
F,CN3505100000000,Sierra County,NM
F,CN3505300000000,Socorro County,NM
F,CN3505500000000,Taos County,NM
F,CN3505700000000,Torrance County,NM
F,CN3505900000000,Union County,NM
F,CN3506100000000,Valencia County,NM
F,CN3600100000000,Albany County,NY
F,CN3600300000000,Allegany County,NY
F,CN3600500000000,Bronx County,NY
F,CN3600700000000,Broome County,NY
F,CN3600900000000,Cattaraugus County,NY
F,CN3601100000000,Cayuga County,NY
F,CN3601300000000,Chautauqua County,NY
F,CN3601500000000,Chemung County,NY
F,CN3601700000000,Chenango County,NY
F,CN3601900000000,Clinton County,NY
F,CN3602100000000,Columbia County,NY
F,CN3602300000000,Cortland County,NY
F,CN3602500000000,Delaware County,NY
F,CN3602700000000,Dutchess County,NY
F,CN3602900000000,Erie County,NY
F,CN3603100000000,Essex County,NY
F,CN3603300000000,Franklin County,NY
F,CN3603500000000,Fulton County,NY
F,CN3603700000000,Genesee County,NY
F,CN3603900000000,Greene County,NY
F,CN3604100000000,Hamilton County,NY
F,CN3604300000000,Herkimer County,NY
F,CN3604500000000,Jefferson County,NY
F,CN3604700000000,Kings County,NY
F,CN3604900000000,Lewis County,NY
F,CN3605100000000,Livingston County,NY
F,CN3605300000000,Madison County,NY
F,CN3605500000000,Monroe County,NY
F,CN3605700000000,Montgomery County,NY
F,CN3605900000000,Nassau County,NY
F,CN3606100000000,New York County,NY
F,CN3606300000000,Niagara County,NY
F,CN3606500000000,Oneida County,NY
F,CN3606700000000,Onondaga County,NY
F,CN3606900000000,Ontario County,NY
F,CN3607100000000,Orange County,NY
F,CN3607300000000,Orleans County,NY
F,CN3607500000000,Oswego County,NY
F,CN3607700000000,Otsego County,NY
F,CN3607900000000,Putnam County,NY
F,CN3608100000000,Queens County,NY
F,CN3608300000000,Rensselaer County,NY
F,CN3608500000000,Richmond County,NY
F,CN3608700000000,Rockland County,NY
F,CN3608900000000,St. Lawrence County,NY
F,CN3609100000000,Saratoga County,NY
F,CN3609300000000,Schenectady County,NY
F,CN3609500000000,Schoharie County,NY
F,CN3609700000000,Schuyler County,NY
F,CN3609900000000,Seneca County,NY
F,CN3610100000000,Steuben County,NY
F,CN3610300000000,Suffolk County,NY
F,CN3610500000000,Sullivan County,NY
F,CN3610700000000,Tioga County,NY
F,CN3610900000000,Tompkins County,NY
F,CN3611100000000,Ulster County,NY
F,CN3611300000000,Warren County,NY
F,CN3611500000000,Washington County,NY
F,CN3611700000000,Wayne County,NY
F,CN3611900000000,Westchester County,NY
F,CN3612100000000,Wyoming County,NY
F,CN3612300000000,Yates County,NY
F,CN3700100000000,Alamance County,NC
F,CN3700300000000,Alexander County,NC
F,CN3700500000000,Alleghany County,NC
F,CN3700700000000,Anson County,NC
F,CN3700900000000,Ashe County,NC
F,CN3701100000000,Avery County,NC
F,CN3701300000000,Beaufort County,NC
F,CN3701500000000,Bertie County,NC
F,CN3701700000000,Bladen County,NC
F,CN3701900000000,Brunswick County,NC
F,CN3702100000000,Buncombe County,NC
F,CN3702300000000,Burke County,NC
F,CN3702500000000,Cabarrus County,NC
F,CN3702700000000,Caldwell County,NC
F,CN3702900000000,Camden County,NC
F,CN3703100000000,Carteret County,NC
F,CN3703300000000,Caswell County,NC
F,CN3703500000000,Catawba County,NC
F,CN3703700000000,Chatham County,NC
F,CN3703900000000,Cherokee County,NC
F,CN3704100000000,Chowan County,NC
F,CN3704300000000,Clay County,NC
F,CN3704500000000,Cleveland County,NC
F,CN3704700000000,Columbus County,NC
F,CN3704900000000,Craven County,NC
F,CN3705100000000,Cumberland County,NC
F,CN3705300000000,Currituck County,NC
F,CN3705500000000,Dare County,NC
F,CN3705700000000,Davidson County,NC
F,CN3705900000000,Davie County,NC
F,CN3706100000000,Duplin County,NC
F,CN3706300000000,Durham County,NC
F,CN3706500000000,Edgecombe County,NC
F,CN3706700000000,Forsyth County,NC
F,CN3706900000000,Franklin County,NC
F,CN3707100000000,Gaston County,NC
F,CN3707300000000,Gates County,NC
F,CN3707500000000,Graham County,NC
F,CN3707700000000,Granville County,NC
F,CN3707900000000,Greene County,NC
F,CN3708100000000,Guilford County,NC
F,CN3708300000000,Halifax County,NC
F,CN3708500000000,Harnett County,NC
F,CN3708700000000,Haywood County,NC
F,CN3708900000000,Henderson County,NC
F,CN3709100000000,Hertford County,NC
F,CN3709300000000,Hoke County,NC
F,CN3709500000000,Hyde County,NC
F,CN3709700000000,Iredell County,NC
F,CN3709900000000,Jackson County,NC
F,CN3710100000000,Johnston County,NC
F,CN3710300000000,Jones County,NC
F,CN3710500000000,Lee County,NC
F,CN3710700000000,Lenoir County,NC
F,CN3710900000000,Lincoln County,NC
F,CN3711100000000,McDowell County,NC
F,CN3711300000000,Macon County,NC
F,CN3711500000000,Madison County,NC
F,CN3711700000000,Martin County,NC
F,CN3711900000000,Mecklenburg County,NC
F,CN3712100000000,Mitchell County,NC
F,CN3712300000000,Montgomery County,NC
F,CN3712500000000,Moore County,NC
F,CN3712700000000,Nash County,NC
F,CN3712900000000,New Hanover County,NC
F,CN3713100000000,Northampton County,NC
F,CN3713300000000,Onslow County,NC
F,CN3713500000000,Orange County,NC
F,CN3713700000000,Pamlico County,NC
F,CN3713900000000,Pasquotank County,NC
F,CN3714100000000,Pender County,NC
F,CN3714300000000,Perquimans County,NC
F,CN3714500000000,Person County,NC
F,CN3714700000000,Pitt County,NC
F,CN3714900000000,Polk County,NC
F,CN3715100000000,Randolph County,NC
F,CN3715300000000,Richmond County,NC
F,CN3715500000000,Robeson County,NC
F,CN3715700000000,Rockingham County,NC
F,CN3715900000000,Rowan County,NC
F,CN3716100000000,Rutherford County,NC
F,CN3716300000000,Sampson County,NC
F,CN3716500000000,Scotland County,NC
F,CN3716700000000,Stanly County,NC
F,CN3716900000000,Stokes County,NC
F,CN3717100000000,Surry County,NC
F,CN3717300000000,Swain County,NC
F,CN3717500000000,Transylvania County,NC
F,CN3717700000000,Tyrrell County,NC
F,CN3717900000000,Union County,NC
F,CN3718100000000,Vance County,NC
F,CN3718300000000,Wake County,NC
F,CN3718500000000,Warren County,NC
F,CN3718700000000,Washington County,NC
F,CN3718900000000,Watauga County,NC
F,CN3719100000000,Wayne County,NC
F,CN3719300000000,Wilkes County,NC
F,CN3719500000000,Wilson County,NC
F,CN3719700000000,Yadkin County,NC
F,CN3719900000000,Yancey County,NC
F,CN3800100000000,Adams County,ND
F,CN3800300000000,Barnes County,ND
F,CN3800500000000,Benson County,ND
F,CN3800700000000,Billings County,ND
F,CN3800900000000,Bottineau County,ND
F,CN3801100000000,Bowman County,ND
F,CN3801300000000,Burke County,ND
F,CN3801500000000,Burleigh County,ND
F,CN3801700000000,Cass County,ND
F,CN3801900000000,Cavalier County,ND
F,CN3802100000000,Dickey County,ND
F,CN3802300000000,Divide County,ND
F,CN3802500000000,Dunn County,ND
F,CN3802700000000,Eddy County,ND
F,CN3802900000000,Emmons County,ND
F,CN3803100000000,Foster County,ND
F,CN3803300000000,Golden Valley County,ND
F,CN3803500000000,Grand Forks County,ND
F,CN3803700000000,Grant County,ND
F,CN3803900000000,Griggs County,ND
F,CN3804100000000,Hettinger County,ND
F,CN3804300000000,Kidder County,ND
F,CN3804500000000,LaMoure County,ND
F,CN3804700000000,Logan County,ND
F,CN3804900000000,McHenry County,ND
F,CN3805100000000,McIntosh County,ND
F,CN3805300000000,McKenzie County,ND
F,CN3805500000000,McLean County,ND
F,CN3805700000000,Mercer County,ND
F,CN3805900000000,Morton County,ND
F,CN3806100000000,Mountrail County,ND
F,CN3806300000000,Nelson County,ND
F,CN3806500000000,Oliver County,ND
F,CN3806700000000,Pembina County,ND
F,CN3806900000000,Pierce County,ND
F,CN3807100000000,Ramsey County,ND
F,CN3807300000000,Ransom County,ND
F,CN3807500000000,Renville County,ND
F,CN3807700000000,Richland County,ND
F,CN3807900000000,Rolette County,ND
F,CN3808100000000,Sargent County,ND
F,CN3808300000000,Sheridan County,ND
F,CN3808500000000,Sioux County,ND
F,CN3808700000000,Slope County,ND
F,CN3808900000000,Stark County,ND
F,CN3809100000000,Steele County,ND
F,CN3809300000000,Stutsman County,ND
F,CN3809500000000,Towner County,ND
F,CN3809700000000,Traill County,ND
F,CN3809900000000,Walsh County,ND
F,CN3810100000000,Ward County,ND
F,CN3810300000000,Wells County,ND
F,CN3810500000000,Williams County,ND
F,CN3900100000000,Adams County,OH
F,CN3900300000000,Allen County,OH
F,CN3900500000000,Ashland County,OH
F,CN3900700000000,Ashtabula County,OH
F,CN3900900000000,Athens County,OH
F,CN3901100000000,Auglaize County,OH
F,CN3901300000000,Belmont County,OH
F,CN3901500000000,Brown County,OH
F,CN3901700000000,Butler County,OH
F,CN3901900000000,Carroll County,OH
F,CN3902100000000,Champaign County,OH
F,CN3902300000000,Clark County,OH
F,CN3902500000000,Clermont County,OH
F,CN3902700000000,Clinton County,OH
F,CN3902900000000,Columbiana County,OH
F,CN3903100000000,Coshocton County,OH
F,CN3903300000000,Crawford County,OH
F,CN3903500000000,Cuyahoga County,OH
F,CN3903700000000,Darke County,OH
F,CN3903900000000,Defiance County,OH
F,CN3904100000000,Delaware County,OH
F,CN3904300000000,Erie County,OH
F,CN3904500000000,Fairfield County,OH
F,CN3904700000000,Fayette County,OH
F,CN3904900000000,Franklin County,OH
F,CN3905100000000,Fulton County,OH
F,CN3905300000000,Gallia County,OH
F,CN3905500000000,Geauga County,OH
F,CN3905700000000,Greene County,OH
F,CN3905900000000,Guernsey County,OH
F,CN3906100000000,Hamilton County,OH
F,CN3906300000000,Hancock County,OH
F,CN3906500000000,Hardin County,OH
F,CN3906700000000,Harrison County,OH
F,CN3906900000000,Henry County,OH
F,CN3907100000000,Highland County,OH
F,CN3907300000000,Hocking County,OH
F,CN3907500000000,Holmes County,OH
F,CN3907700000000,Huron County,OH
F,CN3907900000000,Jackson County,OH
F,CN3908100000000,Jefferson County,OH
F,CN3908300000000,Knox County,OH
F,CN3908500000000,Lake County,OH
F,CN3908700000000,Lawrence County,OH
F,CN3908900000000,Licking County,OH
F,CN3909100000000,Logan County,OH
F,CN3909300000000,Lorain County,OH
F,CN3909500000000,Lucas County,OH
F,CN3909700000000,Madison County,OH
F,CN3909900000000,Mahoning County,OH
F,CN3910100000000,Marion County,OH
F,CN3910300000000,Medina County,OH
F,CN3910500000000,Meigs County,OH
F,CN3910700000000,Mercer County,OH
F,CN3910900000000,Miami County,OH
F,CN3911100000000,Monroe County,OH
F,CN3911300000000,Montgomery County,OH
F,CN3911500000000,Morgan County,OH
F,CN3911700000000,Morrow County,OH
F,CN3911900000000,Muskingum County,OH
F,CN3912100000000,Noble County,OH
F,CN3912300000000,Ottawa County,OH
F,CN3912500000000,Paulding County,OH
F,CN3912700000000,Perry County,OH
F,CN3912900000000,Pickaway County,OH
F,CN3913100000000,Pike County,OH
F,CN3913300000000,Portage County,OH
F,CN3913500000000,Preble County,OH
F,CN3913700000000,Putnam County,OH
F,CN3913900000000,Richland County,OH
F,CN3914100000000,Ross County,OH
F,CN3914300000000,Sandusky County,OH
F,CN3914500000000,Scioto County,OH
F,CN3914700000000,Seneca County,OH
F,CN3914900000000,Shelby County,OH
F,CN3915100000000,Stark County,OH
F,CN3915300000000,Summit County,OH
F,CN3915500000000,Trumbull County,OH
F,CN3915700000000,Tuscarawas County,OH
F,CN3915900000000,Union County,OH
F,CN3916100000000,Van Wert County,OH
F,CN3916300000000,Vinton County,OH
F,CN3916500000000,Warren County,OH
F,CN3916700000000,Washington County,OH
F,CN3916900000000,Wayne County,OH
F,CN3917100000000,Williams County,OH
F,CN3917300000000,Wood County,OH
F,CN3917500000000,Wyandot County,OH
F,CN4000100000000,Adair County,OK
F,CN4000300000000,Alfalfa County,OK
F,CN4000500000000,Atoka County,OK
F,CN4000700000000,Beaver County,OK
F,CN4000900000000,Beckham County,OK
F,CN4001100000000,Blaine County,OK
F,CN4001300000000,Bryan County,OK
F,CN4001500000000,Caddo County,OK
F,CN4001700000000,Canadian County,OK
F,CN4001900000000,Carter County,OK
F,CN4002100000000,Cherokee County,OK
F,CN4002300000000,Choctaw County,OK
F,CN4002500000000,Cimarron County,OK
F,CN4002700000000,Cleveland County,OK
F,CN4002900000000,Coal County,OK
F,CN4003100000000,Comanche County,OK
F,CN4003300000000,Cotton County,OK
F,CN4003500000000,Craig County,OK
F,CN4003700000000,Creek County,OK
F,CN4003900000000,Custer County,OK
F,CN4004100000000,Delaware County,OK
F,CN4004300000000,Dewey County,OK
F,CN4004500000000,Ellis County,OK
F,CN4004700000000,Garfield County,OK
F,CN4004900000000,Garvin County,OK
F,CN4005100000000,Grady County,OK
F,CN4005300000000,Grant County,OK
F,CN4005500000000,Greer County,OK
F,CN4005700000000,Harmon County,OK
F,CN4005900000000,Harper County,OK
F,CN4006100000000,Haskell County,OK
F,CN4006300000000,Hughes County,OK
F,CN4006500000000,Jackson County,OK
F,CN4006700000000,Jefferson County,OK
F,CN4006900000000,Johnston County,OK
F,CN4007100000000,Kay County,OK
F,CN4007300000000,Kingfisher County,OK
F,CN4007500000000,Kiowa County,OK
F,CN4007700000000,Latimer County,OK
F,CN4007900000000,Le Flore County,OK
F,CN4008100000000,Lincoln County,OK
F,CN4008300000000,Logan County,OK
F,CN4008500000000,Love County,OK
F,CN4008700000000,McClain County,OK
F,CN4008900000000,McCurtain County,OK
