area_type_code,area_code,area_text,state,display_level,selectable,sort_sequence
F,CN2116300000000,Meade County,KY,0,T,2505
F,CN2116500000000,Menifee County,KY,0,T,2506
F,CN2116700000000,Mercer County,KY,0,T,2507
F,CN2116900000000,Metcalfe County,KY,0,T,2508
F,CN2117100000000,Monroe County,KY,0,T,2509
F,CN2117300000000,Montgomery County,KY,0,T,2510
F,CN2117500000000,Morgan County,KY,0,T,2511
F,CN2117700000000,Muhlenberg County,KY,0,T,2512
F,CN2117900000000,Nelson County,KY,0,T,2513
F,CN2118100000000,Nicholas County,KY,0,T,2514
F,CN2118300000000,Ohio County,KY,0,T,2515
F,CN2118500000000,Oldham County,KY,0,T,2516
F,CN2118700000000,Owen County,KY,0,T,2517
F,CN2118900000000,Owsley County,KY,0,T,2518
F,CN2119100000000,Pendleton County,KY,0,T,2519
F,CN2119300000000,Perry County,KY,0,T,2520
F,CN2119500000000,Pike County,KY,0,T,2521
F,CN2119700000000,Powell County,KY,0,T,2522
F,CN2119900000000,Pulaski County,KY,0,T,2523
F,CN2120100000000,Robertson County,KY,0,T,2524
F,CN2120300000000,Rockcastle County,KY,0,T,2525
F,CN2120500000000,Rowan County,KY,0,T,2526
F,CN2120700000000,Russell County,KY,0,T,2527
F,CN2120900000000,Scott County,KY,0,T,2528
F,CN2121100000000,Shelby County,KY,0,T,2529
F,CN2121300000000,Simpson County,KY,0,T,2530
F,CN2121500000000,Spencer County,KY,0,T,2531
F,CN2121700000000,Taylor County,KY,0,T,2532
F,CN2121900000000,Todd County,KY,0,T,2533
F,CN2122100000000,Trigg County,KY,0,T,2534
F,CN2122300000000,Trimble County,KY,0,T,2535
F,CN2122500000000,Union County,KY,0,T,2536
F,CN2122700000000,Warren County,KY,0,T,2537
F,CN2122900000000,Washington County,KY,0,T,2538
F,CN2123100000000,Wayne County,KY,0,T,2539
F,CN2123300000000,Webster County,KY,0,T,2540
F,CN2123500000000,Whitley County,KY,0,T,2541
F,CN2123700000000,Wolfe County,KY,0,T,2542
F,CN2123900000000,Woodford County,KY,0,T,2543
F,CN2200100000000,Acadia Parish,LA,0,T,2592
F,CN2200300000000,Allen Parish,LA,0,T,2593
F,CN2200500000000,Ascension Parish,LA,0,T,2594
F,CN2200700000000,Assumption Parish,LA,0,T,2595
F,CN2200900000000,Avoyelles Parish,LA,0,T,2596
F,CN2201100000000,Beauregard Parish,LA,0,T,2597
F,CN2201300000000,Bienville Parish,LA,0,T,2598
F,CN2201500000000,Bossier Parish,LA,0,T,2599
F,CN2201700000000,Caddo Parish,LA,0,T,2600
F,CN2201900000000,Calcasieu Parish,LA,0,T,2601
F,CN2202100000000,Caldwell Parish,LA,0,T,2602
F,CN2202300000000,Cameron Parish,LA,0,T,2603
F,CN2202500000000,Catahoula Parish,LA,0,T,2604
F,CN2202700000000,Claiborne Parish,LA,0,T,2605
F,CN2202900000000,Concordia Parish,LA,0,T,2606
F,CN2203100000000,De Soto Parish,LA,0,T,2607
F,CN2203300000000,East Baton Rouge Parish,LA,0,T,2608
F,CN2203500000000,East Carroll Parish,LA,0,T,2609
F,CN2203700000000,East Feliciana Parish,LA,0,T,2610
F,CN2203900000000,Evangeline Parish,LA,0,T,2611
F,CN2204100000000,Franklin Parish,LA,0,T,2612
F,CN2204300000000,Grant Parish,LA,0,T,2613
F,CN2204500000000,Iberia Parish,LA,0,T,2614
F,CN2204700000000,Iberville Parish,LA,0,T,2615
F,CN2204900000000,Jackson Parish,LA,0,T,2616
F,CN2205100000000,Jefferson Parish,LA,0,T,2617
F,CN2205300000000,Jefferson Davis Parish,LA,0,T,2618
F,CN2205500000000,Lafayette Parish,LA,0,T,2619
F,CN2205700000000,Lafourche Parish,LA,0,T,2620
F,CN2205900000000,LaSalle Parish,LA,0,T,2621
F,CN2206100000000,Lincoln Parish,LA,0,T,2622
F,CN2206300000000,Livingston Parish,LA,0,T,2623
F,CN2206500000000,Madison Parish,LA,0,T,2624
F,CN2206700000000,Morehouse Parish,LA,0,T,2625
F,CN2206900000000,Natchitoches Parish,LA,0,T,2626
F,CN2207100000000,Orleans Parish,LA,0,T,2627
F,CN2207300000000,Ouachita Parish,LA,0,T,2628
F,CN2207500000000,Plaquemines Parish,LA,0,T,2629
F,CN2207700000000,Pointe Coupee Parish,LA,0,T,2630
F,CN2207900000000,Rapides Parish,LA,0,T,2631
F,CN2208100000000,Red River Parish,LA,0,T,2632
F,CN2208300000000,Richland Parish,LA,0,T,2633
F,CN2208500000000,Sabine Parish,LA,0,T,2634
F,CN2208700000000,St. Bernard Parish,LA,0,T,2635
F,CN2208900000000,St. Charles Parish,LA,0,T,2636
F,CN2209100000000,St. Helena Parish,LA,0,T,2637
F,CN2209300000000,St. James Parish,LA,0,T,2638
F,CN2209500000000,St. John the Baptist Parish,LA,0,T,2639
F,CN2209700000000,St. Landry Parish,LA,0,T,2640
F,CN2209900000000,St. Martin Parish,LA,0,T,2641
F,CN2210100000000,St. Mary Parish,LA,0,T,2642
F,CN2210300000000,St. Tammany Parish,LA,0,T,2643
F,CN2210500000000,Tangipahoa Parish,LA,0,T,2644
F,CN2210700000000,Tensas Parish,LA,0,T,2645
F,CN2210900000000,Terrebonne Parish,LA,0,T,2646
F,CN2211100000000,Union Parish,LA,0,T,2647
F,CN2211300000000,Vermilion Parish,LA,0,T,2648
F,CN2211500000000,Vernon Parish,LA,0,T,2649
F,CN2211700000000,Washington Parish,LA,0,T,2650
F,CN2211900000000,Webster Parish,LA,0,T,2651
F,CN2212100000000,West Baton Rouge Parish,LA,0,T,2652
F,CN2212300000000,West Carroll Parish,LA,0,T,2653
F,CN2212500000000,West Feliciana Parish,LA,0,T,2654
F,CN2212700000000,Winn Parish,LA,0,T,2655
F,CN2300100000000,Androscoggin County,ME,0,T,2682
F,CN2300300000000,Aroostook County,ME,0,T,2683
F,CN2300500000000,Cumberland County,ME,0,T,2684
F,CN2300700000000,Franklin County,ME,0,T,2685
F,CN2300900000000,Hancock County,ME,0,T,2686
F,CN2301100000000,Kennebec County,ME,0,T,2687
F,CN2301300000000,Knox County,ME,0,T,2688
F,CN2301500000000,Lincoln County,ME,0,T,2689
F,CN2301700000000,Oxford County,ME,0,T,2690
F,CN2301900000000,Penobscot County,ME,0,T,2691
F,CN2302100000000,Piscataquis County,ME,0,T,2692
F,CN2302300000000,Sagadahoc County,ME,0,T,2693
F,CN2302500000000,Somerset County,ME,0,T,2694
F,CN2302700000000,Waldo County,ME,0,T,2695
F,CN2302900000000,Washington County,ME,0,T,2696
F,CN2303100000000,York County,ME,0,T,2697
F,CN2400100000000,Allegany County,MD,0,T,3253
F,CN2400300000000,Anne Arundel County,MD,0,T,3254
F,CN2400500000000,Baltimore County,MD,0,T,3255
F,CN2400900000000,Calvert County,MD,0,T,3256
F,CN2401100000000,Caroline County,MD,0,T,3257
F,CN2401300000000,Carroll County,MD,0,T,3258
F,CN2401500000000,Cecil County,MD,0,T,3259
F,CN2401700000000,Charles County,MD,0,T,3260
F,CN2401900000000,Dorchester County,MD,0,T,3261
F,CN2402100000000,Frederick County,MD,0,T,3262
F,CN2402300000000,Garrett County,MD,0,T,3263
F,CN2402500000000,Harford County,MD,0,T,3264
F,CN2402700000000,Howard County,MD,0,T,3265
F,CN2402900000000,Kent County,MD,0,T,3266
F,CN2403100000000,Montgomery County,MD,0,T,3267
F,CN2403300000000,Prince George's County,MD,0,T,3268
F,CN2403500000000,Queen Anne's County,MD,0,T,3269
F,CN2403700000000,St. Mary's County,MD,0,T,3270
F,CN2403900000000,Somerset County,MD,0,T,3271
F,CN2404100000000,Talbot County,MD,0,T,3272
F,CN2404300000000,Washington County,MD,0,T,3273
F,CN2404500000000,Wicomico County,MD,0,T,3274
F,CN2404700000000,Worcester County,MD,0,T,3275
F,CN2451000000000,Baltimore city,MD,0,T,3276
F,CN2500100000000,Barnstable County,MA,0,T,3315
F,CN2500300000000,Berkshire County,MA,0,T,3316
F,CN2500500000000,Bristol County,MA,0,T,3317
F,CN2500700000000,Dukes County,MA,0,T,3318
F,CN2500900000000,Essex County,MA,0,T,3319
F,CN2501100000000,Franklin County,MA,0,T,3320
F,CN2501300000000,Hampden County,MA,0,T,3321
F,CN2501500000000,Hampshire County,MA,0,T,3322
F,CN2501700000000,Middlesex County,MA,0,T,3323
F,CN2501900000000,Nantucket County/town,MA,0,T,3324
F,CN2502100000000,Norfolk County,MA,0,T,3325
F,CN2502300000000,Plymouth County,MA,0,T,3326
F,CN2502500000000,Suffolk County,MA,0,T,3327
F,CN2502700000000,Worcester County,MA,0,T,3328
F,CN2600100000000,Alcona County,MI,0,T,3732
F,CN2600300000000,Alger County,MI,0,T,3733
F,CN2600500000000,Allegan County,MI,0,T,3734
F,CN2600700000000,Alpena County,MI,0,T,3735
F,CN2600900000000,Antrim County,MI,0,T,3736
F,CN2601100000000,Arenac County,MI,0,T,3737
F,CN2601300000000,Baraga County,MI,0,T,3738
F,CN2601500000000,Barry County,MI,0,T,3739
F,CN2601700000000,Bay County,MI,0,T,3740
F,CN2601900000000,Benzie County,MI,0,T,3741
F,CN2602100000000,Berrien County,MI,0,T,3742
F,CN2602300000000,Branch County,MI,0,T,3743
F,CN2602500000000,Calhoun County,MI,0,T,3744
F,CN2602700000000,Cass County,MI,0,T,3745
F,CN2602900000000,Charlevoix County,MI,0,T,3746
F,CN2603100000000,Cheboygan County,MI,0,T,3747
F,CN2603300000000,Chippewa County,MI,0,T,3748
F,CN2603500000000,Clare County,MI,0,T,3749
F,CN2603700000000,Clinton County,MI,0,T,3750
F,CN2603900000000,Crawford County,MI,0,T,3751
F,CN2604100000000,Delta County,MI,0,T,3752
F,CN2604300000000,Dickinson County,MI,0,T,3753
F,CN2604500000000,Eaton County,MI,0,T,3754
F,CN2604700000000,Emmet County,MI,0,T,3755
F,CN2604900000000,Genesee County,MI,0,T,3756
F,CN2605100000000,Gladwin County,MI,0,T,3757
F,CN2605300000000,Gogebic County,MI,0,T,3758
F,CN2605500000000,Grand Traverse County,MI,0,T,3759
F,CN2605700000000,Gratiot County,MI,0,T,3760
F,CN2605900000000,Hillsdale County,MI,0,T,3761
F,CN2606100000000,Houghton County,MI,0,T,3762
F,CN2606300000000,Huron County,MI,0,T,3763
F,CN2606500000000,Ingham County,MI,0,T,3764
F,CN2606700000000,Ionia County,MI,0,T,3765
F,CN2606900000000,Iosco County,MI,0,T,3766
F,CN2607100000000,Iron County,MI,0,T,3767
F,CN2607300000000,Isabella County,MI,0,T,3768
F,CN2607500000000,Jackson County,MI,0,T,3769
F,CN2607700000000,Kalamazoo County,MI,0,T,3770
F,CN2607900000000,Kalkaska County,MI,0,T,3771
F,CN2608100000000,Kent County,MI,0,T,3772
F,CN2608300000000,Keweenaw County,MI,0,T,3773
F,CN2608500000000,Lake County,MI,0,T,3774
F,CN2608700000000,Lapeer County,MI,0,T,3775
F,CN2608900000000,Leelanau County,MI,0,T,3776
F,CN2609100000000,Lenawee County,MI,0,T,3777
F,CN2609300000000,Livingston County,MI,0,T,3778
F,CN2609500000000,Luce County,MI,0,T,3779
F,CN2609700000000,Mackinac County,MI,0,T,3780
F,CN2609900000000,Macomb County,MI,0,T,3781
F,CN2610100000000,Manistee County,MI,0,T,3782
F,CN2610300000000,Marquette County,MI,0,T,3783
F,CN2610500000000,Mason County,MI,0,T,3784
F,CN2610700000000,Mecosta County,MI,0,T,3785
F,CN2610900000000,Menominee County,MI,0,T,3786
F,CN2611100000000,Midland County,MI,0,T,3787
F,CN2611300000000,Missaukee County,MI,0,T,3788
F,CN2611500000000,Monroe County,MI,0,T,3789
F,CN2611700000000,Montcalm County,MI,0,T,3790
F,CN2611900000000,Montmorency County,MI,0,T,3791
F,CN2612100000000,Muskegon County,MI,0,T,3792
F,CN2612300000000,Newaygo County,MI,0,T,3793
F,CN2612500000000,Oakland County,MI,0,T,3794
F,CN2612700000000,Oceana County,MI,0,T,3795
F,CN2612900000000,Ogemaw County,MI,0,T,3796
F,CN2613100000000,Ontonagon County,MI,0,T,3797
F,CN2613300000000,Osceola County,MI,0,T,3798
F,CN2613500000000,Oscoda County,MI,0,T,3799
F,CN2613700000000,Otsego County,MI,0,T,3800
F,CN2613900000000,Ottawa County,MI,0,T,3801
F,CN2614100000000,Presque Isle County,MI,0,T,3802
F,CN2614300000000,Roscommon County,MI,0,T,3803
F,CN2614500000000,Saginaw County,MI,0,T,3804
F,CN2614700000000,St. Clair County,MI,0,T,3805
F,CN2614900000000,St. Joseph County,MI,0,T,3806
F,CN2615100000000,Sanilac County,MI,0,T,3807
F,CN2615300000000,Schoolcraft County,MI,0,T,3808
F,CN2615500000000,Shiawassee County,MI,0,T,3809
F,CN2615700000000,Tuscola County,MI,0,T,3810
F,CN2615900000000,Van Buren County,MI,0,T,3811
F,CN2616100000000,Washtenaw County,MI,0,T,3812
F,CN2616300000000,Wayne County,MI,0,T,3813
F,CN2616500000000,Wexford County,MI,0,T,3814
F,CN2700100000000,Aitkin County,MN,0,T,3934
F,CN2700300000000,Anoka County,MN,0,T,3935
F,CN2700500000000,Becker County,MN,0,T,3936
F,CN2700700000000,Beltrami County,MN,0,T,3937
F,CN2700900000000,Benton County,MN,0,T,3938
F,CN2701100000000,Big Stone County,MN,0,T,3939
F,CN2701300000000,Blue Earth County,MN,0,T,3940
F,CN2701500000000,Brown County,MN,0,T,3941
F,CN2701700000000,Carlton County,MN,0,T,3942
F,CN2701900000000,Carver County,MN,0,T,3943
F,CN2702100000000,Cass County,MN,0,T,3944
F,CN2702300000000,Chippewa County,MN,0,T,3945
F,CN2702500000000,Chisago County,MN,0,T,3946
F,CN2702700000000,Clay County,MN,0,T,3947
F,CN2702900000000,Clearwater County,MN,0,T,3948
F,CN2703100000000,Cook County,MN,0,T,3949
F,CN2703300000000,Cottonwood County,MN,0,T,3950
F,CN2703500000000,Crow Wing County,MN,0,T,3951
F,CN2703700000000,Dakota County,MN,0,T,3952
F,CN2703900000000,Dodge County,MN,0,T,3953
F,CN2704100000000,Douglas County,MN,0,T,3954
F,CN2704300000000,Faribault County,MN,0,T,3955
F,CN2704500000000,Fillmore County,MN,0,T,3956
F,CN2704700000000,Freeborn County,MN,0,T,3957
F,CN2704900000000,Goodhue County,MN,0,T,3958
F,CN2705100000000,Grant County,MN,0,T,3959
F,CN2705300000000,Hennepin County,MN,0,T,3960
F,CN2705500000000,Houston County,MN,0,T,3961
F,CN2705700000000,Hubbard County,MN,0,T,3962
F,CN2705900000000,Isanti County,MN,0,T,3963
F,CN2706100000000,Itasca County,MN,0,T,3964
F,CN2706300000000,Jackson County,MN,0,T,3965
F,CN2706500000000,Kanabec County,MN,0,T,3966
F,CN2706700000000,Kandiyohi County,MN,0,T,3967
F,CN2706900000000,Kittson County,MN,0,T,3968
F,CN2707100000000,Koochiching County,MN,0,T,3969
F,CN2707300000000,Lac qui Parle County,MN,0,T,3970
F,CN2707500000000,Lake County,MN,0,T,3971
F,CN2707700000000,Lake of the Woods County,MN,0,T,3972
F,CN2707900000000,Le Sueur County,MN,0,T,3973
F,CN2708100000000,Lincoln County,MN,0,T,3974
F,CN2708300000000,Lyon County,MN,0,T,3975
F,CN2708500000000,McLeod County,MN,0,T,3976
F,CN2708700000000,Mahnomen County,MN,0,T,3977
F,CN2708900000000,Marshall County,MN,0,T,3978
F,CN2709100000000,Martin County,MN,0,T,3979
F,CN2709300000000,Meeker County,MN,0,T,3980
F,CN2709500000000,Mille Lacs County,MN,0,T,3981
F,CN2709700000000,Morrison County,MN,0,T,3982
F,CN2709900000000,Mower County,MN,0,T,3983
F,CN2710100000000,Murray County,MN,0,T,3984
F,CN2710300000000,Nicollet County,MN,0,T,3985
F,CN2710500000000,Nobles County,MN,0,T,3986
F,CN2710700000000,Norman County,MN,0,T,3987
F,CN2710900000000,Olmsted County,MN,0,T,3988
F,CN2711100000000,Otter Tail County,MN,0,T,3989
F,CN2711300000000,Pennington County,MN,0,T,3990
F,CN2711500000000,Pine County,MN,0,T,3991
F,CN2711700000000,Pipestone County,MN,0,T,3992
F,CN2711900000000,Polk County,MN,0,T,3993
F,CN2712100000000,Pope County,MN,0,T,3994
F,CN2712300000000,Ramsey County,MN,0,T,3995
F,CN2712500000000,Red Lake County,MN,0,T,3996
F,CN2712700000000,Redwood County,MN,0,T,3997
F,CN2712900000000,Renville County,MN,0,T,3998
F,CN2713100000000,Rice County,MN,0,T,3999
F,CN2713300000000,Rock County,MN,0,T,4000
F,CN2713500000000,Roseau County,MN,0,T,4001
F,CN2713700000000,St. Louis County,MN,0,T,4002
F,CN2713900000000,Scott County,MN,0,T,4003
F,CN2714100000000,Sherburne County,MN,0,T,4004
F,CN2714300000000,Sibley County,MN,0,T,4005
F,CN2714500000000,Stearns County,MN,0,T,4006
F,CN2714700000000,Steele County,MN,0,T,4007
F,CN2714900000000,Stevens County,MN,0,T,4008
F,CN2715100000000,Swift County,MN,0,T,4009
F,CN2715300000000,Todd County,MN,0,T,4010
F,CN2715500000000,Traverse County,MN,0,T,4011
F,CN2715700000000,Wabasha County,MN,0,T,4012
F,CN2715900000000,Wadena County,MN,0,T,4013
F,CN2716100000000,Waseca County,MN,0,T,4014
F,CN2716300000000,Washington County,MN,0,T,4015
F,CN2716500000000,Watonwan County,MN,0,T,4016
F,CN2716700000000,Wilkin County,MN,0,T,4017
F,CN2716900000000,Winona County,MN,0,T,4018
F,CN2717100000000,Wright County,MN,0,T,4019
F,CN2717300000000,Yellow Medicine County,MN,0,T,4020
F,CN2800100000000,Adams County,MS,0,T,4097
F,CN2800300000000,Alcorn County,MS,0,T,4098
F,CN2800500000000,Amite County,MS,0,T,4099
F,CN2800700000000,Attala County,MS,0,T,4100
F,CN2800900000000,Benton County,MS,0,T,4101
F,CN2801100000000,Bolivar County,MS,0,T,4102
F,CN2801300000000,Calhoun County,MS,0,T,4103
F,CN2801500000000,Carroll County,MS,0,T,4104
F,CN2801700000000,Chickasaw County,MS,0,T,4105
F,CN2801900000000,Choctaw County,MS,0,T,4106
F,CN2802100000000,Claiborne County,MS,0,T,4107
F,CN2802300000000,Clarke County,MS,0,T,4108
F,CN2802500000000,Clay County,MS,0,T,4109
F,CN2802700000000,Coahoma County,MS,0,T,4110
F,CN2802900000000,Copiah County,MS,0,T,4111
F,CN2803100000000,Covington County,MS,0,T,4112
F,CN2803300000000,DeSoto County,MS,0,T,4113
F,CN2803500000000,Forrest County,MS,0,T,4114
F,CN2803700000000,Franklin County,MS,0,T,4115
F,CN2803900000000,George County,MS,0,T,4116
F,CN2804100000000,Greene County,MS,0,T,4117
F,CN2804300000000,Grenada County,MS,0,T,4118
F,CN2804500000000,Hancock County,MS,0,T,4119
F,CN2804700000000,Harrison County,MS,0,T,4120
F,CN2804900000000,Hinds County,MS,0,T,4121
F,CN2805100000000,Holmes County,MS,0,T,4122
F,CN2805300000000,Humphreys County,MS,0,T,4123
F,CN2805500000000,Issaquena County,MS,0,T,4124
F,CN2805700000000,Itawamba County,MS,0,T,4125
F,CN2805900000000,Jackson County,MS,0,T,4126
F,CN2806100000000,Jasper County,MS,0,T,4127
F,CN2806300000000,Jefferson County,MS,0,T,4128
F,CN2806500000000,Jefferson Davis County,MS,0,T,4129
F,CN2806700000000,Jones County,MS,0,T,4130
F,CN2806900000000,Kemper County,MS,0,T,4131
F,CN2807100000000,Lafayette County,MS,0,T,4132
F,CN2807300000000,Lamar County,MS,0,T,4133
F,CN2807500000000,Lauderdale County,MS,0,T,4134
F,CN2807700000000,Lawrence County,MS,0,T,4135
F,CN2807900000000,Leake County,MS,0,T,4136
F,CN2808100000000,Lee County,MS,0,T,4137
F,CN2808300000000,Leflore County,MS,0,T,4138
F,CN2808500000000,Lincoln County,MS,0,T,4139
F,CN2808700000000,Lowndes County,MS,0,T,4140
F,CN2808900000000,Madison County,MS,0,T,4141
F,CN2809100000000,Marion County,MS,0,T,4142
F,CN2809300000000,Marshall County,MS,0,T,4143
F,CN2809500000000,Monroe County,MS,0,T,4144
F,CN2809700000000,Montgomery County,MS,0,T,4145
F,CN2809900000000,Neshoba County,MS,0,T,4146
F,CN2810100000000,Newton County,MS,0,T,4147
F,CN2810300000000,Noxubee County,MS,0,T,4148
F,CN2810500000000,Oktibbeha County,MS,0,T,4149
F,CN2810700000000,Panola County,MS,0,T,4150
F,CN2810900000000,Pearl River County,MS,0,T,4151
F,CN2811100000000,Perry County,MS,0,T,4152
F,CN2811300000000,Pike County,MS,0,T,4153
F,CN2811500000000,Pontotoc County,MS,0,T,4154
F,CN2811700000000,Prentiss County,MS,0,T,4155
F,CN2811900000000,Quitman County,MS,0,T,4156
F,CN2812100000000,Rankin County,MS,0,T,4157
F,CN2812300000000,Scott County,MS,0,T,4158
F,CN2812500000000,Sharkey County,MS,0,T,4159
F,CN2812700000000,Simpson County,MS,0,T,4160
F,CN2812900000000,Smith County,MS,0,T,4161
F,CN2813100000000,Stone County,MS,0,T,4162
F,CN2813300000000,Sunflower County,MS,0,T,4163
F,CN2813500000000,Tallahatchie County,MS,0,T,4164
F,CN2813700000000,Tate County,MS,0,T,4165
F,CN2813900000000,Tippah County,MS,0,T,4166
F,CN2814100000000,Tishomingo County,MS,0,T,4167
F,CN2814300000000,Tunica County,MS,0,T,4168
F,CN2814500000000,Union County,MS,0,T,4169
F,CN2814700000000,Walthall County,MS,0,T,4170
F,CN2814900000000,Warren County,MS,0,T,4171
F,CN2815100000000,Washington County,MS,0,T,4172
F,CN2815300000000,Wayne County,MS,0,T,4173
F,CN2815500000000,Webster County,MS,0,T,4174
F,CN2815700000000,Wilkinson County,MS,0,T,4175
F,CN2815900000000,Winston County,MS,0,T,4176
F,CN2816100000000,Yalobusha County,MS,0,T,4177
F,CN2816300000000,Yazoo County,MS,0,T,4178
F,CN2900100000000,Adair County,MO,0,T,4234
F,CN2900300000000,Andrew County,MO,0,T,4235
F,CN2900500000000,Atchison County,MO,0,T,4236
F,CN2900700000000,Audrain County,MO,0,T,4237
F,CN2900900000000,Barry County,MO,0,T,4238
F,CN2901100000000,Barton County,MO,0,T,4239
F,CN2901300000000,Bates County,MO,0,T,4240
F,CN2901500000000,Benton County,MO,0,T,4241
F,CN2901700000000,Bollinger County,MO,0,T,4242
F,CN2901900000000,Boone County,MO,0,T,4243
F,CN2902100000000,Buchanan County,MO,0,T,4244
F,CN2902300000000,Butler County,MO,0,T,4245
F,CN2902500000000,Caldwell County,MO,0,T,4246
F,CN2902700000000,Callaway County,MO,0,T,4247
F,CN2902900000000,Camden County,MO,0,T,4248
F,CN2903100000000,Cape Girardeau County,MO,0,T,4249
F,CN2903300000000,Carroll County,MO,0,T,4250
F,CN2903500000000,Carter County,MO,0,T,4251
F,CN2903700000000,Cass County,MO,0,T,4252
F,CN2903900000000,Cedar County,MO,0,T,4253
F,CN2904100000000,Chariton County,MO,0,T,4254
F,CN2904300000000,Christian County,MO,0,T,4255
F,CN2904500000000,Clark County,MO,0,T,4256
F,CN2904700000000,Clay County,MO,0,T,4257
F,CN2904900000000,Clinton County,MO,0,T,4258
F,CN2905100000000,Cole County,MO,0,T,4259
F,CN2905300000000,Cooper County,MO,0,T,4260
F,CN2905500000000,Crawford County,MO,0,T,4261
F,CN2905700000000,Dade County,MO,0,T,4262
F,CN2905900000000,Dallas County,MO,0,T,4263
F,CN2906100000000,Daviess County,MO,0,T,4264
F,CN2906300000000,DeKalb County,MO,0,T,4265
F,CN2906500000000,Dent County,MO,0,T,4266
F,CN2906700000000,Douglas County,MO,0,T,4267
F,CN2906900000000,Dunklin County,MO,0,T,4268
F,CN2907100000000,Franklin County,MO,0,T,4269
F,CN2907300000000,Gasconade County,MO,0,T,4270
F,CN2907500000000,Gentry County,MO,0,T,4271
F,CN2907700000000,Greene County,MO,0,T,4272
F,CN2907900000000,Grundy County,MO,0,T,4273
F,CN2908100000000,Harrison County,MO,0,T,4274
F,CN2908300000000,Henry County,MO,0,T,4275
F,CN2908500000000,Hickory County,MO,0,T,4276
F,CN2908700000000,Holt County,MO,0,T,4277
F,CN2908900000000,Howard County,MO,0,T,4278
F,CN2909100000000,Howell County,MO,0,T,4279
F,CN2909300000000,Iron County,MO,0,T,4280
F,CN2909500000000,Jackson County,MO,0,T,4281
F,CN2909700000000,Jasper County,MO,0,T,4282
F,CN2909900000000,Jefferson County,MO,0,T,4283
F,CN2910100000000,Johnson County,MO,0,T,4284
F,CN2910300000000,Knox County,MO,0,T,4285
F,CN2910500000000,Laclede County,MO,0,T,4286
F,CN2910700000000,Lafayette County,MO,0,T,4287
F,CN2910900000000,Lawrence County,MO,0,T,4288
F,CN2911100000000,Lewis County,MO,0,T,4289
F,CN2911300000000,Lincoln County,MO,0,T,4290
F,CN2911500000000,Linn County,MO,0,T,4291
F,CN2911700000000,Livingston County,MO,0,T,4292
F,CN2911900000000,McDonald County,MO,0,T,4293
F,CN2912100000000,Macon County,MO,0,T,4294
F,CN2912300000000,Madison County,MO,0,T,4295
F,CN2912500000000,Maries County,MO,0,T,4296
F,CN2912700000000,Marion County,MO,0,T,4297
F,CN2912900000000,Mercer County,MO,0,T,4298
F,CN2913100000000,Miller County,MO,0,T,4299
F,CN2913300000000,Mississippi County,MO,0,T,4300
F,CN2913500000000,Moniteau County,MO,0,T,4301
F,CN2913700000000,Monroe County,MO,0,T,4302
F,CN2913900000000,Montgomery County,MO,0,T,4303
F,CN2914100000000,Morgan County,MO,0,T,4304
F,CN2914300000000,New Madrid County,MO,0,T,4305
F,CN2914500000000,Newton County,MO,0,T,4306
F,CN2914700000000,Nodaway County,MO,0,T,4307
F,CN2914900000000,Oregon County,MO,0,T,4308
F,CN2915100000000,Osage County,MO,0,T,4309
F,CN2915300000000,Ozark County,MO,0,T,4310
F,CN2915500000000,Pemiscot County,MO,0,T,4311
F,CN2915700000000,Perry County,MO,0,T,4312
F,CN2915900000000,Pettis County,MO,0,T,4313
F,CN2916100000000,Phelps County,MO,0,T,4314
F,CN2916300000000,Pike County,MO,0,T,4315
F,CN2916500000000,Platte County,MO,0,T,4316
F,CN2916700000000,Polk County,MO,0,T,4317
F,CN2916900000000,Pulaski County,MO,0,T,4318
F,CN2917100000000,Putnam County,MO,0,T,4319
F,CN2917300000000,Ralls County,MO,0,T,4320
F,CN2917500000000,Randolph County,MO,0,T,4321
F,CN2917700000000,Ray County,MO,0,T,4322
F,CN2917900000000,Reynolds County,MO,0,T,4323
F,CN2918100000000,Ripley County,MO,0,T,4324
F,CN2918300000000,St. Charles County,MO,0,T,4325
F,CN2918500000000,St. Clair County,MO,0,T,4326
F,CN2918600000000,Ste. Genevieve County,MO,0,T,4327
F,CN2918700000000,St. Francois County,MO,0,T,4328
F,CN2918900000000,St. Louis County,MO,0,T,4329
F,CN2919500000000,Saline County,MO,0,T,4330
F,CN2919700000000,Schuyler County,MO,0,T,4331
F,CN2919900000000,Scotland County,MO,0,T,4332
F,CN2920100000000,Scott County,MO,0,T,4333
F,CN2920300000000,Shannon County,MO,0,T,4334
F,CN2920500000000,Shelby County,MO,0,T,4335
F,CN2920700000000,Stoddard County,MO,0,T,4336
F,CN2920900000000,Stone County,MO,0,T,4337
F,CN2921100000000,Sullivan County,MO,0,T,4338
F,CN2921300000000,Taney County,MO,0,T,4339
F,CN2921500000000,Texas County,MO,0,T,4340
F,CN2921700000000,Vernon County,MO,0,T,4341
F,CN2921900000000,Warren County,MO,0,T,4342
F,CN2922100000000,Washington County,MO,0,T,4343
F,CN2922300000000,Wayne County,MO,0,T,4344
F,CN2922500000000,Webster County,MO,0,T,4345
F,CN2922700000000,Worth County,MO,0,T,4346
F,CN2922900000000,Wright County,MO,0,T,4347
F,CN2951000000000,St. Louis city,MO,0,T,4348
F,CN3000100000000,Beaverhead County,MT,0,T,4401
F,CN3000300000000,Big Horn County,MT,0,T,4402
